1948 322    0.0000    2.0900  -99.0000   10.1278   -3.4889
1948 323    0.0000    2.1370  -99.0000   10.0611   -1.4444
1948 324    0.0800    2.1830  -99.0000   13.9111   -1.5778
1948 325    2.7200    2.2300  -99.0000   16.8944    3.9833
1948 326    1.1200    2.2770  -99.0000   10.6111   -4.7333
1948 327    0.2900    2.3240  -99.0000    2.3333   -8.5056
1948 328    0.0000    2.3710  -99.0000   14.6556   -5.2222
1948 329    0.0000    2.4180  -99.0000    9.1778   -5.0667
1948 330    0.0000    2.4660  -99.0000   12.5278   -0.6167
1948 331    0.0400    2.5130  -99.0000    5.0778   -4.8778
1948 4 1    0.0200    2.5610  -99.0000    6.0944   -8.0111
1948 4 2    0.0000    2.6090  -99.0000    3.8278   -9.2722
1948 4 3    0.1400    2.6560  -99.0000   21.0611   -1.7222
1948 4 4    0.0000    2.7040  -99.0000   15.5722    2.1889
1948 4 5    0.4700    2.7520  -99.0000   14.5667   -1.9556
1948 4 6    3.3600    2.8000  -99.0000   14.8778    2.1667
1948 4 7    2.7900    2.8480  -99.0000   12.4889    1.0556
1948 4 8    0.0300    2.8960  -99.0000    7.5333   -5.3167
1948 4 9    0.8000    2.9440  -99.0000   16.8333   -4.5222
1948 410    1.0100    2.9920  -99.0000   18.9833    3.3056
1948 411    0.8800    3.0400  -99.0000   11.0556   -1.4722
1948 412    8.6600    3.0880  -99.0000    7.4889   -5.6611
1948 413    3.3100    3.1360  -99.0000    8.9778   -0.2222
1948 414    0.0000    3.1830  -99.0000   16.8167    0.9167
1948 415    0.0000    3.2310  -99.0000   23.0500    3.8222
1948 416    0.0000    3.2780  -99.0000   16.1222    0.4056
1948 417    0.5300    3.3260  -99.0000   23.2389    4.5889
1948 418    5.5700    3.3730  -99.0000   26.1389    8.8222
1948 419    7.8800    3.4200  -99.0000   18.3611    7.0444
1948 420    3.6800    3.4670  -99.0000   17.9389    2.0167
1948 421    0.8200    3.5130  -99.0000   19.5389    4.4000
1948 422    0.9400    3.5600  -99.0000   17.7444    9.0333
1948 423   19.9100    3.6060  -99.0000   20.7167   11.0556
1948 424    9.8300    3.6520  -99.0000   21.8944   11.5611
1948 425    2.1900    3.6980  -99.0000   17.1000   10.2389
1948 426    0.9700    3.7440  -99.0000   16.4389    3.3056
1948 427    0.1800    3.7890  -99.0000   17.0111    3.9167
1948 428    0.0000    3.8340  -99.0000   18.5889    2.8333
1948 429    4.9900    3.8790  -99.0000   18.3056    4.6000
1948 430    4.0500    3.9230  -99.0000   13.2056    6.3778
1948 5 1    2.7500    3.9670  -99.0000   15.5833    7.2611
1948 5 2    2.3800    4.0110  -99.0000   18.8500    6.8833
1948 5 3    0.5400    4.0550  -99.0000   18.7056    6.8778
1948 5 4    2.3900    4.0980  -99.0000   20.3444    3.6611
1948 5 5    1.0000    4.1400  -99.0000   15.6611    6.0333
1948 5 6    0.0000    4.1830  -99.0000   16.5889   -0.1944
1948 5 7    1.2800    4.2250  -99.0000   17.6111    4.8944
1948 5 8    7.3500    4.2660  -99.0000   13.7500    4.5333
1948 5 9    2.3000    4.3070  -99.0000   11.2056    4.1778
1948 510    0.3400    4.3480  -99.0000    9.3722    4.6278
1948 511    0.0300    4.3880  -99.0000   15.7722    4.2167
1948 512    0.0000    4.4280  -99.0000   17.3500    1.7611
1948 513    0.3100    4.4670  -99.0000   20.3667    3.0000
1948 514    0.2500    4.5060  -99.0000   23.9167    9.9389
1948 515    0.4200    4.5450  -99.0000   21.0111    5.5889
1948 516    0.1100    4.5830  -99.0000   18.9389    8.0222
1948 517    0.0000    4.6200  -99.0000   22.6889    4.9778
1948 518    0.0000    4.6570  -99.0000   27.9222   10.1556
1948 519    0.0000    4.6930  -99.0000   30.1111   13.9278
1948 520    0.0200    4.7290  -99.0000   30.4000   16.2056
1948 521    0.0100    4.7640  -99.0000   26.4389   11.1222
1948 522    0.0000    4.7990  -99.0000   27.8500    8.3889
1948 523    0.0000    4.8330  -99.0000   23.4833   10.5944
1948 524    0.0000    4.8660  -99.0000   22.2000    3.9944
1948 525    0.0000    4.8990  -99.0000   23.8111    4.0500
1948 526    0.0000    4.9310  -99.0000   27.9556    7.7889
1948 527    1.2300    4.9630  -99.0000   21.9278    9.0167
1948 528    5.8200    4.9940  -99.0000   17.0167    3.3611
1948 529    6.4400    5.0250  -99.0000   14.2222    6.1000
1948 530    2.4100    5.0540  -99.0000   15.7500    7.9389
1948 531    0.0200    5.0830  -99.0000   22.0000    5.7333
1948 6 1    0.0000    5.1120  -99.0000   27.6444   11.5944
1948 6 2    0.0000    5.1400  -99.0000   29.4444   15.4611
1948 6 3   11.7600    5.1670  -99.0000   30.7278   16.1944
1948 6 4    3.7600    5.1930  -99.0000   25.5889   15.4333
1948 6 5    0.2700    5.2190  -99.0000   20.0778   10.8222
1948 6 6    0.2000    5.2440  -99.0000   27.2000    8.9944
1948 6 7    0.0000    5.2680  -99.0000   25.3722   12.5389
1948 6 8    0.3800    5.2920  -99.0000   24.1778    7.9944
1948 6 9    0.5600    5.3150  -99.0000   30.0111    8.9556
1948 610    5.0600    5.3370  -99.0000   25.3056   13.1944
1948 611    7.2100    5.3590  -99.0000   19.3278    9.2722
1948 612    2.2800    5.3790  -99.0000   21.7333    8.6667
1948 613    0.8000    5.3990  -99.0000   24.7333    9.7667
1948 614    2.8100    5.4190  -99.0000   25.9611   11.8889
1948 615    2.0000    5.4370  -99.0000   19.8556   11.3944
1948 616   13.4100    5.4550  -99.0000   19.5333    9.7444
1948 617   18.2300    5.4720  -99.0000   18.0556   11.4611
1948 618    6.0700    5.4880  -99.0000   15.2278    9.6500
1948 619   12.5200    5.5030  -99.0000   21.2056    4.8056
1948 620    6.0900    5.5180  -99.0000   17.7444   10.0667
1948 621   27.8600    5.5320  -99.0000   20.4222   10.2611
1948 622   13.5600    5.5450  -99.0000   19.9167   13.4833
1948 623    5.6600    5.5570  -99.0000   22.9167   12.8222
1948 624    5.5900    5.5680  -99.0000   25.1389   12.2944
1948 625    5.5200    5.5790  -99.0000   24.4056   13.9778
1948 626    1.7200    5.5890  -99.0000   24.5167   12.0667
1948 627    2.2700    5.5980  -99.0000   21.5278   13.8556
1948 628    0.6200    5.6060  -99.0000   25.5056   13.0000
1948 629    0.1200    5.6130  -99.0000   23.8833   12.1111
1948 630    0.0200    5.6200  -99.0000   23.9389    8.7611
1948 7 1    0.0000    5.6260  -99.0000   32.2556   13.1556
1948 7 2    0.0000    5.6310  -99.0000   32.8222   17.3000
1948 7 3    0.0000    5.6350  -99.0000   31.7167   18.2444
1948 7 4    0.0000    5.6380  -99.0000   32.5389   18.9389
1948 7 5    0.0000    5.6410  -99.0000   35.6889   19.9222
1948 7 6    0.0000    5.6420  -99.0000   35.2722   20.2389
1948 7 7    0.2000    5.6430  -99.0000   34.0444   19.5500
1948 7 8    0.4300    5.6430  -99.0000   31.8556   20.2278
1948 7 9    0.2900    5.6420  -99.0000   31.3333   17.2722
1948 710    4.8600    5.6410  -99.0000   32.2611   16.9444
1948 711    2.8900    5.6380  -99.0000   30.8667   17.9944
1948 712   13.0800    5.6350  -99.0000   29.2111   16.3222
1948 713    5.2800    5.6310  -99.0000   26.9611   17.3278
1948 714    4.9100    5.6260  -99.0000   27.1111   14.4667
1948 715    2.7000    5.6200  -99.0000   25.1111   14.9167
1948 716    1.7000    5.6130  -99.0000   26.0389   12.6944
1948 717    8.5800    5.6060  -99.0000   24.8500   13.1889
1948 718    2.7000    5.5980  -99.0000   23.2833   11.8167
1948 719   19.1900    5.5890  -99.0000   26.7167   12.6278
1948 720   27.9500    5.5790  -99.0000   28.1389   15.5833
1948 721    3.6200    5.5690  -99.0000   25.6278   15.3556
1948 722    0.2300    5.5570  -99.0000   22.4778   11.7333
1948 723    0.0200    5.5450  -99.0000   24.9667    9.3056
1948 724    3.2200    5.5320  -99.0000   29.6556   14.1333
1948 725    1.6300    5.5180  -99.0000   27.3056   16.4778
1948 726    0.0000    5.5040  -99.0000   26.9278   13.3667
1948 727    0.4800    5.4880  -99.0000   26.1778   11.7056
1948 728   12.8200    5.4720  -99.0000   29.8722   12.5944
1948 729    7.0800    5.4550  -99.0000   27.5667   16.2944
1948 730    0.1200    5.4370  -99.0000   24.4222   12.4611
1948 731    0.0000    5.4190  -99.0000   27.2889   10.8000
1948 8 1    1.8500    5.4000  -99.0000   24.2611    8.0889
1948 8 2    1.9700    5.3800  -99.0000   21.2278   10.8833
1948 8 3    0.4900    5.3590  -99.0000   22.0444   11.5944
1948 8 4    0.1800    5.3380  -99.0000   23.4667    9.0889
1948 8 5    1.5400    5.3150  -99.0000   23.6278    9.5944
1948 8 6    5.6300    5.2930  -99.0000   19.8278   12.9333
1948 8 7    1.1600    5.2690  -99.0000   18.1389   12.2278
1948 8 8    5.3800    5.2450  -99.0000   21.9389   14.3333
1948 8 9   29.4800    5.2200  -99.0000   27.6222   16.3389
1948 810    0.3100    5.1940  -99.0000   27.7167   14.4611
1948 811    2.2800    5.1670  -99.0000   29.2556   13.6667
1948 812    3.0600    5.1400  -99.0000   28.8556   14.9278
1948 813    5.7100    5.1130  -99.0000   27.8333   13.9056
1948 814    9.2800    5.0840  -99.0000   24.3611   14.5333
1948 815    0.2400    5.0550  -99.0000   28.8889   12.8778
1948 816    0.4500    5.0250  -99.0000   30.6556   14.4944
1948 817    0.6300    4.9950  -99.0000   29.5667   15.4000
1948 818    0.0000    4.9640  -99.0000   29.7667   14.5333
1948 819    0.0700    4.9320  -99.0000   30.6556   15.9000
1948 820    0.0100    4.9000  -99.0000   28.7333   18.4500
1948 821    0.0500    4.8670  -99.0000   28.7667   11.6778
1948 822    0.0700    4.8330  -99.0000   31.1056   13.9722
1948 823    0.0000    4.7990  -99.0000   34.9111   18.2556
1948 824    0.0100    4.7650  -99.0000   34.7222   19.0111
1948 825    0.0600    4.7300  -99.0000   31.2111   16.1222
1948 826    0.2300    4.6940  -99.0000   32.0389   18.2056
1948 827    2.4400    4.6580  -99.0000   28.7111   18.6500
1948 828    0.1100    4.6210  -99.0000   33.1667   15.3889
1948 829    0.5000    4.5830  -99.0000   28.2278   16.7278
1948 830    0.0000    4.5450  -99.0000   31.1000   14.2833
1948 831    0.0000    4.5070  -99.0000   33.4333   18.2278
1948 9 1    0.0000    4.4680  -99.0000   31.6722   12.9056
1948 9 2    0.0000    4.4290  -99.0000   32.0278   14.6333
1948 9 3    0.0000    4.3890  -99.0000   31.3556   13.2056
1948 9 4    2.8200    4.3490  -99.0000   31.1889   15.4222
1948 9 5   25.9100    4.3080  -99.0000   29.5333   17.5556
1948 9 6   10.0800    4.2670  -99.0000   22.8056   13.9111
1948 9 7    0.4400    4.2260  -99.0000   20.2000    6.8778
1948 9 8    0.3700    4.1840  -99.0000   21.0000    8.6444
1948 9 9    0.0600    4.1410  -99.0000   19.4444    7.2000
1948 910    0.0100    4.0990  -99.0000   24.5556    5.1722
1948 911    0.0000    4.0550  -99.0000   32.3778   11.6389
1948 912    0.0000    4.0120  -99.0000   30.6167   12.8444
1948 913    0.0000    3.9680  -99.0000   26.1667    8.9278
1948 914    0.0000    3.9240  -99.0000   32.0556   11.6778
1948 915    0.0000    3.8800  -99.0000   33.0222   15.9722
1948 916    0.0000    3.8350  -99.0000   32.1500   18.8833
1948 917    0.0000    3.7900  -99.0000   31.1611   19.4667
1948 918    0.8500    3.7450  -99.0000   28.8889   13.0667
1948 919    7.3600    3.6990  -99.0000   24.8944   15.4389
1948 920   11.6300    3.6530  -99.0000   19.8389   13.3556
1948 921    2.7000    3.6070  -99.0000   17.9111   12.1889
1948 922    0.0100    3.5610  -99.0000   16.6611   10.7889
1948 923    0.0200    3.5140  -99.0000   18.4556    9.6278
1948 924    0.0400    3.4680  -99.0000   19.7000   11.1222
1948 925    0.0000    3.4210  -99.0000   21.5278    9.1944
1948 926    0.0000    3.3740  -99.0000   22.2944    7.0389
1948 927    0.0000    3.3270  -99.0000   22.9944    6.0778
1948 928    0.0000    3.2790  -99.0000   25.2667    6.0611
1948 929    0.0000    3.2320  -99.0000   24.8222    5.3611
1948 930    0.0000    3.1840  -99.0000   22.0722    4.2722
194810 1    0.0000    3.1370  -99.0000   16.8333    4.2611
194810 2    0.0000    3.0890  -99.0000   16.5444    2.6056
194810 3    0.0000    3.0410  -99.0000   19.8444    6.0278
194810 4    0.0000    2.9930  -99.0000   19.5667    6.9389
194810 5    1.3300    2.9450  -99.0000   19.1056    7.4500
194810 6   17.8100    2.8970  -99.0000   15.0889    5.3944
194810 7    0.8000    2.8490  -99.0000   13.8778    5.0222
194810 8    0.0000    2.8010  -99.0000   18.8944    6.1667
194810 9    0.0200    2.7530  -99.0000   13.9056   -0.1500
19481010    0.0200    2.7050  -99.0000   10.4278   -1.6556
19481011    0.0000    2.6570  -99.0000   10.6000    2.0444
19481012    0.0000    2.6100  -99.0000   19.2611    1.1722
19481013    0.0000    2.5620  -99.0000   15.5278    0.4056
19481014    0.3900    2.5140  -99.0000   17.7056   -0.1333
19481015    1.2000    2.4670  -99.0000   19.4111    4.4333
19481016    0.0000    2.4190  -99.0000    9.8444   -1.4056
19481017    0.0000    2.3720  -99.0000    6.4167   -8.0333
19481018    0.0000    2.3250  -99.0000   15.7222   -3.7000
19481019    0.0000    2.2780  -99.0000   14.4167   -4.2944
19481020    0.0000    2.2310  -99.0000   16.6833    0.6667
19481021    0.0000    2.1840  -99.0000   15.4611   -0.6111
19481022    0.0000    2.1380  -99.0000   12.7444   -0.1944
19481023    0.0000    2.0910  -99.0000   15.1222   -4.8222
19481024    0.0000    2.0450  -99.0000   20.6722    2.1056
19481025    0.0000    1.9990  -99.0000   23.6444    3.0444
19481026    0.0000    1.9540  -99.0000   18.5889    1.9278
19481027    0.0000    1.9080  -99.0000   21.1500    1.8389
19481028    0.0300    1.8630  -99.0000   20.8722    3.4778
19481029   14.2700    1.8190  -99.0000   14.7000    6.8278
19481030    0.5100    1.7740  -99.0000   13.9833    5.7500
19481031    0.0000    1.7300  -99.0000   19.1000    2.9778
194811 1    0.0000    1.6860  -99.0000   16.2333    0.3167
194811 2    0.0100    1.6430  -99.0000   15.7333    0.3778
194811 3    0.2400    1.6000  -99.0000   14.4444    5.8722
194811 4    2.5000    1.5570  -99.0000   12.1167    8.2111
194811 5    0.3500    1.5150  -99.0000   10.0722    4.0833
194811 6    0.1600    1.4730  -99.0000    8.1722   -0.8722
194811 7    0.2000    1.4310  -99.0000    4.9111   -3.6611
194811 8    0.1600    1.3900  -99.0000    5.4667   -7.4500
194811 9    0.4800    1.3490  -99.0000    1.4667   -6.1944
19481110    0.7800    1.3090  -99.0000    2.8778   -8.2056
19481111    0.3000    1.2690  -99.0000    4.0889   -8.2444
19481112    0.8000    1.2300  -99.0000    1.0000   -5.0611
19481113    0.2200    1.1910  -99.0000    3.1833  -10.1944
19481114    0.0300    1.1530  -99.0000    8.5333   -2.1722
19481115    0.0300    1.1150  -99.0000   12.7222   -1.8389
19481116    0.6600    1.0770  -99.0000    9.0444   -0.9667
19481117    2.3000    1.0410  -99.0000    6.7389   -4.5000
19481118    4.2800    1.0040  -99.0000    2.5000   -5.1056
19481119    4.3700    0.9690  -99.0000   -2.6778   -6.7778
19481120    0.2000    0.9330  -99.0000   -3.0278   -7.2111
19481121    0.0100    0.8990  -99.0000   -4.7000  -10.6056
19481122    0.0000    0.8650  -99.0000   -2.0111  -12.0667
19481123    0.1100    0.8310  -99.0000    0.3278   -9.7444
19481124    0.2500    0.7980  -99.0000    1.0333   -3.6833
19481125    0.0500    0.7660  -99.0000    2.3444   -4.2778
19481126    0.0000    0.7340  -99.0000    0.5667   -6.4000
19481127    0.0000    0.7030  -99.0000    0.1833  -11.2500
19481128    0.0000    0.6730  -99.0000    0.5222  -12.8389
19481129    0.0000    0.6430  -99.0000    5.7389   -7.7667
19481130    0.0000    0.6140  -99.0000    1.7222  -11.0833
194812 1    0.0000    0.5850  -99.0000    1.8278   -7.8722
194812 2    0.0100    0.5580  -99.0000    6.0000   -8.3500
194812 3    0.0000    0.5310  -99.0000    9.3833   -2.8778
194812 4    0.0200    0.5040  -99.0000    5.8778   -4.0722
194812 5    0.0400    0.4780  -99.0000   -1.0333   -8.8500
194812 6    0.0100    0.4530  -99.0000   -4.1500  -12.0889
194812 7    0.0000    0.4290  -99.0000   -5.8944  -14.7056
194812 8    0.0400    0.4050  -99.0000   -6.5000  -15.8889
194812 9    0.3400    0.3820  -99.0000  -10.0278  -15.9889
19481210    0.0400    0.3600  -99.0000   -6.4444  -13.0444
19481211    0.0000    0.3390  -99.0000    2.3222  -12.4611
19481212    0.0000    0.3180  -99.0000   -1.3056  -15.3611
19481213    0.0900    0.2980  -99.0000   -5.6722  -12.3722
19481214    0.0600    0.2790  -99.0000   -5.9444  -11.9444
19481215    0.3000    0.2600  -99.0000   -4.6333  -10.6556
19481216    0.0200    0.2430  -99.0000   -7.6778  -15.8389
19481217    0.0100    0.2260  -99.0000   -4.1778  -16.2500
19481218    0.2600    0.2100  -99.0000   -4.0833  -12.6889
19481219    0.9700    0.1940  -99.0000   -1.3667  -15.1611
19481220    0.0000    0.1800  -99.0000    4.2889   -7.4556
19481221    0.0000    0.1660  -99.0000    1.2000  -11.6667
19481222    0.0000    0.1530  -99.0000   -3.9611  -15.7111
19481223    0.0000    0.1410  -99.0000   -5.5944  -15.9611
19481224    0.0000    0.1290  -99.0000   -5.1889  -15.8611
19481225    0.0000    0.1180  -99.0000   -6.8722  -15.0389
19481226    0.0000    0.1090  -99.0000   -1.6722  -15.0389
19481227    0.0000    0.1000  -99.0000    1.4889  -14.7056
19481228    0.0000    0.0910  -99.0000   -4.5667  -12.8056
19481229    0.0100    0.0840  -99.0000   -2.0722  -14.8500
19481230    0.0000    0.0770  -99.0000   -3.0111  -15.7389
19481231    0.0000    0.0720  -99.0000   -0.0444  -15.1667
1949 1 1    0.0100    0.0600  -99.0000   -2.9556  -11.9556
1949 1 2    0.1200    0.0630  -99.0000   -2.6611   -5.8000
1949 1 3    9.0700    0.0590  -99.0000   -2.4222   -6.9833
1949 1 4    4.8900    0.0570  -99.0000   -0.0389  -10.9500
1949 1 5    0.6100    0.0550  -99.0000   -7.0889  -15.4833
1949 1 6    0.0000    0.0540  -99.0000    3.6222   -9.5222
1949 1 7    0.0000    0.0540  -99.0000    7.4611   -1.8722
1949 1 8    0.0100    0.0550  -99.0000    0.9444  -12.7389
1949 1 9    0.0200    0.0570  -99.0000  -13.0500  -13.4722
1949 110    0.0100    0.0590  -99.0000  -15.6000  -14.4278
1949 111    0.0000    0.0630  -99.0000  -10.9833  -16.4278
1949 112    0.0000    0.0670  -99.0000   -1.2167  -15.9611
1949 113    0.0000    0.0720  -99.0000    3.1167   -9.7611
1949 114    0.0000    0.0770  -99.0000    1.7722  -12.2667
1949 115    0.0600    0.0840  -99.0000    0.6778   -9.3944
1949 116    0.0200    0.0910  -99.0000   -8.1389  -15.0500
1949 117    0.0000    0.0990  -99.0000  -10.4389   -9.6889
1949 118    0.0700    0.1080  -99.0000   -8.5500  -14.8500
1949 119    1.1900    0.1180  -99.0000  -14.6389   -8.1167
1949 120    1.3700    0.1290  -99.0000  -14.5167  -10.7000
1949 121    0.3200    0.1400  -99.0000  -15.5778   -4.8222
1949 122    0.9400    0.1520  -99.0000  -14.3944   -5.1222
1949 123    0.6100    0.1650  -99.0000  -12.4444  -15.9833
1949 124    0.0000    0.1790  -99.0000  -15.3000  -12.7444
1949 125    0.0400    0.1940  -99.0000  -16.6500  -10.4389
1949 126    0.0100    0.2090  -99.0000  -12.4889   -7.4389
1949 127    0.0500    0.2250  -99.0000   -9.2778  -14.1500
1949 128    0.0000    0.2420  -99.0000  -13.3111  -13.5778
1949 129    0.0000    0.2600  -99.0000  -15.3889   -7.1278
1949 130    0.0100    0.2780  -99.0000   -5.4333  -15.0333
1949 131    0.0100    0.2980  -99.0000   -5.3000  -12.9556
1949 2 1    0.0600    0.3180  -99.0000  -11.5333  -11.9556
1949 2 2    0.3000    0.3380  -99.0000  -12.9556   -8.7667
1949 2 3    0.0200    0.3600  -99.0000  -12.8833  -10.9056
1949 2 4    0.1100    0.3820  -99.0000  -12.3833   -7.4111
1949 2 5    0.1000    0.4050  -99.0000   -5.4944  -14.9833
1949 2 6    0.0000    0.4280  -99.0000   -7.9778  -15.6056
1949 2 7    0.0000    0.4530  -99.0000   -3.2278  -14.7278
1949 2 8    0.2700    0.4780  -99.0000   -6.6000  -16.2500
1949 2 9    0.0700    0.5040  -99.0000   -6.9278  -14.1667
1949 210    0.0100    0.5300  -99.0000   -9.2778   -8.3500
1949 211    0.0900    0.5570  -99.0000    3.1944  -12.8833
1949 212    0.0500    0.5850  -99.0000   -3.8833  -16.1611
1949 213    0.0900    0.6130  -99.0000  -16.0278  -12.4167
1949 214    0.0200    0.6420  -99.0000   -5.3667  -11.4444
1949 215    0.0000    0.6720  -99.0000   -0.6111  -13.2778
1949 216    0.0100    0.7030  -99.0000   -3.6444  -16.4278
1949 217    0.0000    0.7340  -99.0000    6.3667  -11.9833
1949 218    0.0000    0.7650  -99.0000    0.9000  -14.6722
1949 219    0.0000    0.7980  -99.0000  -10.7167  -16.7167
1949 220    0.0000    0.8300  -99.0000   -9.6000  -14.5389
1949 221    0.0000    0.8640  -99.0000   -3.7167  -13.9167
1949 222    0.0000    0.8980  -99.0000    1.7667   -9.4944
1949 223    0.0100    0.9330  -99.0000    7.2833   -5.2444
1949 224    0.3800    0.9680  -99.0000   -0.6111  -13.1111
1949 225    0.0000    1.0040  -99.0000    0.0778  -14.4167
1949 226    0.0700    1.0400  -99.0000    0.0056   -7.2000
1949 227    0.0000    1.0770  -99.0000   -4.1778  -12.1222
1949 228    0.0000    1.1140  -99.0000   -4.0056  -15.4333
1949 3 1    0.0000    1.1520  -99.0000    5.2556   -9.4889
1949 3 2    0.0000    1.1900  -99.0000    1.4722   -6.3444
1949 3 3    0.0000    1.2290  -99.0000    6.5833   -4.0722
1949 3 4    0.0100    1.2680  -99.0000   11.2333   -2.8389
1949 3 5    0.0400    1.3080  -99.0000    5.5944   -2.1444
1949 3 6    0.0100    1.3490  -99.0000    0.5333  -10.0667
1949 3 7    0.0000    1.3890  -99.0000   10.1556   -5.5778
1949 3 8    0.0000    1.4300  -99.0000    3.8167   -9.7278
1949 3 9    0.0000    1.4720  -99.0000   -3.3222  -15.6556
